,filepath,tower
536,corrected/19/positive/274284_182889_19_0.jpg,1
105,corrected/19/negative/272155_179269_19_3.jpg,0
1759,corrected/19/negative/273760_173943_19_5.jpg,0
3180,corrected/19/positive/275547_179958_19_1.jpg,1
3711,corrected/19/positive/276014_182468_19_0.jpg,1
1067,corrected/19/negative/272749_171627_19_7.jpg,0
6092,corrected/19/negative/276940_177838_19_0.jpg,0
3130,corrected/19/negative/273603_174201_19_1.jpg,0
9195,corrected/19/negative/273765_183141_19_4.jpg,0
13510,corrected/19/negative/278317_177976_19_5.jpg,0
598,corrected/19/positive/272772_174478_19_0.jpg,1
11095,corrected/19/positive/278678_176506_19_0.jpg,1
10821,corrected/19/negative/278687_173800_19_2.jpg,0
14613,corrected/19/positive/274718_173172_19_1.jpg,1
3596,corrected/19/positive/272956_173155_19_0.jpg,1
11556,corrected/19/negative/278293_177275_19_0.jpg,0
3100,corrected/19/positive/275486_171164_19_0.jpg,1
2805,corrected/19/negative/274815_173723_19_0.jpg,0
12436,corrected/19/negative/276069_180709_19_1.jpg,0
11581,corrected/19/negative/274383_179854_19_3.jpg,0
2485,corrected/19/negative/276850_181457_19_3.jpg,0
308,corrected/19/negative/275978_180720_19_7.jpg,0
7006,corrected/19/positive/275672_180280_19_1.jpg,1
7716,corrected/19/negative/278720_173821_19_5.jpg,0
2212,corrected/19/positive/275637_180367_19_0.jpg,1
4371,corrected/19/positive/271922_175507_19_1.jpg,1
6021,corrected/19/positive/272066_175483_19_1.jpg,1
2286,corrected/19/positive/272712_175008_19_0.jpg,1
763,corrected/19/negative/271874_174778_19_0.jpg,0
6463,corrected/19/positive/274082_175099_19_0.jpg,1
6564,corrected/19/negative/282336_175546_19_1.jpg,0
5857,corrected/19/negative/278801_181791_19_2.jpg,0
14082,corrected/19/positive/272427_173943_19_0.jpg,1
55,corrected/19/negative/275397_179994_19_7.jpg,0
9799,corrected/19/positive/277462_169600_19_0.jpg,1
3111,corrected/19/negative/277920_181731_19_7.jpg,0
7241,corrected/19/positive/279780_178620_19_0.jpg,1
3608,corrected/19/positive/276524_182159_19_0.jpg,1
14936,corrected/19/positive/273409_174314_19_0.jpg,1
13083,corrected/19/positive/279917_168319_19_0.jpg,1
7660,corrected/19/negative/276850_177986_19_4.jpg,0
11506,corrected/19/negative/276252_167782_19_1.jpg,0
14442,corrected/19/negative/276427_175894_19_5.jpg,0
6981,corrected/19/negative/272065_175630_19_3.jpg,0
10401,corrected/19/negative/271812_174057_19_0.jpg,0
7886,corrected/19/positive/276475_181398_19_0.jpg,1
3686,corrected/19/positive/281477_173564_19_1.jpg,1
7824,corrected/19/negative/273890_173565_19_0.jpg,0
533,corrected/19/positive/280065_180974_19_0.jpg,1
12770,corrected/19/negative/275607_181023_19_1.jpg,0
13703,corrected/19/negative/275468_179794_19_4.jpg,0
8162,corrected/19/negative/280436_175251_19_4.jpg,0
9570,corrected/19/negative/279732_179057_19_5.jpg,0
12035,corrected/19/positive/275382_177871_19_0.jpg,1
12890,corrected/19/positive/271808_174582_19_0.jpg,1
11315,corrected/19/negative/272441_174670_19_0.jpg,0
4820,corrected/19/negative/272387_176143_19_4.jpg,0
3051,corrected/19/negative/274437_179504_19_2.jpg,0
11409,corrected/19/negative/275805_176917_19_5.jpg,0
1256,corrected/19/negative/277088_171602_19_6.jpg,0
6201,corrected/19/positive/275038_174585_19_0.jpg,1
2801,corrected/19/negative/278552_175642_19_0.jpg,0
9489,corrected/19/negative/278137_176480_19_6.jpg,0
11042,corrected/19/negative/272411_173899_19_6.jpg,0
11214,corrected/19/negative/274476_182198_19_2.jpg,0
1760,corrected/19/negative/277216_178365_19_5.jpg,0
9031,corrected/19/positive/274727_179259_19_0.jpg,1
7487,corrected/19/positive/274370_176257_19_0.jpg,1
850,corrected/19/positive/275895_167289_19_0.jpg,1
12893,corrected/19/negative/275517_180233_19_0.jpg,0
7935,corrected/19/negative/276518_179041_19_6.jpg,0
6163,corrected/19/negative/278407_177370_19_5.jpg,0
6593,corrected/19/positive/272904_172765_19_0.jpg,1
10592,corrected/19/negative/282806_173895_19_7.jpg,0
4798,corrected/19/negative/275684_180951_19_3.jpg,0
408,corrected/19/positive/274684_179369_19_0.jpg,1
1366,corrected/19/positive/278346_178470_19_0.jpg,1
4932,corrected/19/negative/278389_176462_19_1.jpg,0
12726,corrected/19/negative/273565_183080_19_7.jpg,0
14012,corrected/19/negative/274457_169744_19_6.jpg,0
9317,corrected/19/negative/276606_179821_19_5.jpg,0
3042,corrected/19/positive/278743_181739_19_0.jpg,1
11127,corrected/19/negative/278919_180552_19_5.jpg,0
1242,corrected/19/positive/274998_174275_19_0.jpg,1
12314,corrected/19/negative/272591_174431_19_5.jpg,0
6903,corrected/19/positive/279144_180790_19_0.jpg,1
11356,corrected/19/negative/279125_177369_19_3.jpg,0
1514,corrected/19/positive/278076_178773_19_0.jpg,1
9971,corrected/19/negative/278015_178854_19_7.jpg,0
7618,corrected/19/negative/273737_173981_19_5.jpg,0
12930,corrected/19/negative/272935_174445_19_3.jpg,0
4009,corrected/19/negative/272334_179205_19_3.jpg,0
2382,corrected/19/negative/279915_168342_19_3.jpg,0
3237,corrected/19/negative/279985_178601_19_2.jpg,0
8007,corrected/19/positive/276271_182889_19_0.jpg,1
9362,corrected/19/negative/275067_179365_19_3.jpg,0
500,corrected/19/negative/278115_175743_19_5.jpg,0
4153,corrected/19/positive/275820_180660_19_1.jpg,1
9472,corrected/19/negative/276122_182747_19_2.jpg,0
1954,corrected/19/positive/274263_174873_19_0.jpg,1
5211,corrected/19/positive/274743_182095_19_0.jpg,1
8058,corrected/19/negative/283059_175282_19_7.jpg,0
2503,corrected/19/negative/277272_170890_19_4.jpg,0
14445,corrected/19/negative/273160_175609_19_0.jpg,0
13392,corrected/19/positive/272072_175656_19_0.jpg,1
12969,corrected/19/negative/279944_178031_19_2.jpg,0
3945,corrected/19/negative/279746_174358_19_3.jpg,0
12345,corrected/19/negative/276978_169175_19_2.jpg,0
9280,corrected/19/negative/272554_175053_19_5.jpg,0
4537,corrected/19/negative/279504_174580_19_3.jpg,0
8998,corrected/19/negative/280775_176057_19_4.jpg,0
7558,corrected/19/negative/279984_179627_19_5.jpg,0
6012,corrected/19/negative/283015_173476_19_6.jpg,0
6344,corrected/19/negative/276495_182383_19_3.jpg,0
2077,corrected/19/negative/273686_178761_19_4.jpg,0
6104,corrected/19/negative/276875_181416_19_2.jpg,0
1072,corrected/19/positive/278224_169520_19_0.jpg,1
12170,corrected/19/positive/271991_175288_19_0.jpg,1
8383,corrected/19/negative/274319_174756_19_1.jpg,0
7331,corrected/19/negative/274629_176462_19_7.jpg,0
10961,corrected/19/negative/283125_174091_19_6.jpg,0
972,corrected/19/negative/281279_171693_19_1.jpg,0
3893,corrected/19/positive/274298_179905_19_1.jpg,1
4348,corrected/19/negative/275848_182245_19_2.jpg,0
5479,corrected/19/negative/279672_170476_19_3.jpg,0
13269,corrected/19/positive/272322_179214_19_0.jpg,1
245,corrected/19/positive/272267_175950_19_0.jpg,1
11639,corrected/19/positive/277800_182381_19_0.jpg,1
9993,corrected/19/negative/277119_172094_19_5.jpg,0
12719,corrected/19/negative/283238_174635_19_3.jpg,0
7972,corrected/19/positive/273592_173786_19_0.jpg,1
10976,corrected/19/positive/279051_172546_19_0.jpg,1
14244,corrected/19/positive/280783_176187_19_0.jpg,1
10893,corrected/19/negative/280786_172373_19_2.jpg,0
2472,corrected/19/positive/273674_172077_19_0.jpg,1
14590,corrected/19/negative/280352_169183_19_6.jpg,0
722,corrected/19/positive/272290_173273_19_0.jpg,1
243,corrected/19/negative/276444_182721_19_5.jpg,0
14525,corrected/19/negative/272421_173900_19_2.jpg,0
12211,corrected/19/negative/275352_182376_19_6.jpg,0
8852,corrected/19/negative/274238_179518_19_4.jpg,0
799,corrected/19/negative/273911_183121_19_3.jpg,0
12845,corrected/19/negative/275023_181613_19_0.jpg,0
14785,corrected/19/negative/281619_174689_19_7.jpg,0
9425,corrected/19/negative/276807_177869_19_5.jpg,0
2506,corrected/19/positive/272253_179216_19_0.jpg,1
11870,corrected/19/negative/275773_177765_19_4.jpg,0
12909,corrected/19/negative/275422_171268_19_4.jpg,0
14287,corrected/19/negative/276236_178761_19_7.jpg,0
4842,corrected/19/positive/271884_175195_19_0.jpg,1
5803,corrected/19/negative/281185_171688_19_2.jpg,0
1097,corrected/19/negative/275524_182373_19_3.jpg,0
4945,corrected/19/negative/273789_173982_19_3.jpg,0
2758,corrected/19/positive/282551_175410_19_0.jpg,1
7277,corrected/19/positive/274382_177594_19_0.jpg,1
14330,corrected/19/negative/283225_174657_19_7.jpg,0
826,corrected/19/positive/277094_182531_19_0.jpg,1
518,corrected/19/positive/273000_174081_19_1.jpg,1
6265,corrected/19/negative/273039_173283_19_1.jpg,0
5113,corrected/19/negative/281384_171797_19_3.jpg,0
13419,corrected/19/positive/274859_177314_19_0.jpg,1
10302,corrected/19/negative/276974_169550_19_3.jpg,0
9832,corrected/19/negative/273731_177039_19_7.jpg,0
4112,corrected/19/negative/276520_181966_19_5.jpg,0
14797,corrected/19/negative/278412_175554_19_4.jpg,0
7049,corrected/19/negative/275000_176088_19_6.jpg,0
3449,corrected/19/negative/273579_181069_19_6.jpg,0
9878,corrected/19/positive/275371_177608_19_0.jpg,1
5454,corrected/19/positive/274218_178882_19_0.jpg,1
8089,corrected/19/positive/274862_173939_19_1.jpg,1
8487,corrected/19/positive/280376_169490_19_0.jpg,1
1863,corrected/19/negative/276407_179266_19_2.jpg,0
11383,corrected/19/positive/276361_177795_19_0.jpg,1
9867,corrected/19/negative/279927_168165_19_5.jpg,0
928,corrected/19/negative/275563_170676_19_1.jpg,0
12710,corrected/19/negative/274986_181648_19_7.jpg,0
9525,corrected/19/positive/272388_179187_19_0.jpg,1
8727,corrected/19/negative/274943_174074_19_4.jpg,0
10314,corrected/19/negative/278311_178493_19_4.jpg,0
10121,corrected/19/negative/272386_176413_19_1.jpg,0
13979,corrected/19/positive/277046_177870_19_1.jpg,1
12978,corrected/19/negative/273674_183104_19_3.jpg,0
5119,corrected/19/negative/277400_177832_19_6.jpg,0
2236,corrected/19/negative/278328_177317_19_6.jpg,0
12630,corrected/19/positive/275840_176919_19_0.jpg,1
9232,corrected/19/positive/275870_182131_19_0.jpg,1
10143,corrected/19/negative/276988_172462_19_1.jpg,0
13498,corrected/19/negative/272427_173943_19_4.jpg,0
11655,corrected/19/negative/276364_183007_19_5.jpg,0
607,corrected/19/negative/275199_179360_19_6.jpg,0
4915,corrected/19/negative/275493_180127_19_2.jpg,0
12691,corrected/19/negative/273710_170005_19_3.jpg,0
13420,corrected/19/negative/278384_177587_19_7.jpg,0
5320,corrected/19/negative/282474_175453_19_4.jpg,0
2308,corrected/19/positive/276363_179668_19_0.jpg,1
3959,corrected/19/positive/271898_175553_19_0.jpg,1
8592,corrected/19/positive/280174_180932_19_0.jpg,1
1337,corrected/19/negative/273888_178752_19_1.jpg,0
5264,corrected/19/positive/274717_182636_19_2.jpg,1
3316,corrected/19/positive/274153_173420_19_0.jpg,1
5403,corrected/19/positive/272603_174644_19_1.jpg,1
10978,corrected/19/positive/273893_178754_19_1.jpg,1
10986,corrected/19/negative/272296_172928_19_7.jpg,0
5566,corrected/19/negative/276436_175882_19_1.jpg,0
9116,corrected/19/positive/272802_174178_19_0.jpg,1
6595,corrected/19/negative/279291_174583_19_6.jpg,0
6710,corrected/19/negative/276809_172425_19_4.jpg,0
3084,corrected/19/negative/272041_174790_19_6.jpg,0
13561,corrected/19/positive/279773_179182_19_0.jpg,1
1795,corrected/19/negative/273546_181283_19_5.jpg,0
14136,corrected/19/negative/277528_175565_19_1.jpg,0
4982,corrected/19/positive/272581_174636_19_1.jpg,1
4276,corrected/19/negative/278159_176595_19_2.jpg,0
7337,corrected/19/negative/276335_182943_19_2.jpg,0
2275,corrected/19/negative/275157_180770_19_0.jpg,0
8751,corrected/19/negative/280575_175313_19_7.jpg,0
292,corrected/19/positive/274739_173156_19_0.jpg,1
5959,corrected/19/negative/274385_169944_19_6.jpg,0
1819,corrected/19/positive/273172_175622_19_0.jpg,1
8854,corrected/19/positive/272265_174466_19_0.jpg,1
6965,corrected/19/negative/283042_173472_19_5.jpg,0
8665,corrected/19/positive/281561_173565_19_0.jpg,1
6073,corrected/19/negative/279176_181646_19_2.jpg,0
12714,corrected/19/negative/275083_180281_19_5.jpg,0
11431,corrected/19/negative/277768_182560_19_1.jpg,0
14276,corrected/19/negative/282969_173504_19_2.jpg,0
5,corrected/19/negative/278338_178410_19_1.jpg,0
9136,corrected/19/negative/276493_179176_19_6.jpg,0
6277,corrected/19/negative/277324_178500_19_0.jpg,0
11419,corrected/19/negative/275107_177772_19_1.jpg,0
1386,corrected/19/positive/276443_182597_19_0.jpg,1
13267,corrected/19/positive/275058_181402_19_0.jpg,1
3810,corrected/19/negative/278068_178797_19_4.jpg,0
2443,corrected/19/positive/276802_169113_19_0.jpg,1
2099,corrected/19/positive/272345_174062_19_0.jpg,1
12841,corrected/19/negative/272452_175230_19_7.jpg,0
12797,corrected/19/negative/272548_175065_19_4.jpg,0
2006,corrected/19/negative/279573_176063_19_3.jpg,0
8169,corrected/19/positive/273591_183098_19_1.jpg,1
11281,corrected/19/positive/283355_173188_19_0.jpg,1
950,corrected/19/negative/278791_175730_19_4.jpg,0
3571,corrected/19/negative/283310_175312_19_0.jpg,0
13746,corrected/19/negative/274435_177974_19_3.jpg,0
9298,corrected/19/negative/277385_177831_19_4.jpg,0
10388,corrected/19/negative/274006_180549_19_5.jpg,0
14657,corrected/19/negative/272357_175096_19_3.jpg,0
6023,corrected/19/negative/275507_180227_19_6.jpg,0
5645,corrected/19/negative/273729_173993_19_3.jpg,0
9466,corrected/19/positive/276913_177897_19_0.jpg,1
8555,corrected/19/negative/280843_180839_19_5.jpg,0
10043,corrected/19/negative/273325_174410_19_4.jpg,0
14658,corrected/19/negative/274906_177316_19_7.jpg,0
1264,corrected/19/positive/276123_180957_19_0.jpg,1
12792,corrected/19/positive/277438_181168_19_0.jpg,1
13397,corrected/19/negative/276788_178525_19_7.jpg,0
14929,corrected/19/negative/275064_180846_19_1.jpg,0
2534,corrected/19/negative/276420_177807_19_3.jpg,0
7830,corrected/19/positive/272263_175350_19_1.jpg,1
4425,corrected/19/negative/274726_176505_19_4.jpg,0
12132,corrected/19/negative/280510_175339_19_1.jpg,0
14435,corrected/19/negative/276788_178525_19_5.jpg,0
3321,corrected/19/negative/274884_181826_19_4.jpg,0
6504,corrected/19/positive/273832_174745_19_0.jpg,1
11179,corrected/19/positive/279934_178100_19_0.jpg,1
13865,corrected/19/negative/276786_181566_19_4.jpg,0
3892,corrected/19/negative/275570_173752_19_4.jpg,0
11505,corrected/19/positive/273386_175733_19_0.jpg,1
9528,corrected/19/positive/278924_175971_19_0.jpg,1
9952,corrected/19/negative/276368_177796_19_6.jpg,0
5390,corrected/19/positive/272735_174535_19_0.jpg,1
6967,corrected/19/negative/273966_177104_19_0.jpg,0
3949,corrected/19/negative/279794_177702_19_0.jpg,0
5654,corrected/19/positive/280433_175217_19_0.jpg,1
5748,corrected/19/negative/273373_173934_19_0.jpg,0
10257,corrected/19/negative/282832_175294_19_3.jpg,0
11819,corrected/19/negative/275126_174544_19_0.jpg,0
9469,corrected/19/negative/278428_176464_19_0.jpg,0
3849,corrected/19/positive/279857_168746_19_0.jpg,1
1570,corrected/19/negative/281055_175230_19_2.jpg,0
6318,corrected/19/positive/273123_173353_19_0.jpg,1
14648,corrected/19/negative/280175_175075_19_0.jpg,0
3451,corrected/19/negative/281272_168575_19_7.jpg,0
4988,corrected/19/positive/274692_173345_19_0.jpg,1
